StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,demo_gender,demo_gender_10_TEXT,demo_yob,demo_state,demo_educ,demo_race,demo_eth,demo_browser_Browser,demo_browser_Version,demo_browser_Operating System,demo_browser_Resolution,demo_timer_First Click,demo_timer_Last Click,demo_timer_Page Submit,demo_timer_Click Count,ac_nonsense_1,ac_nonsense_timer_First Click,ac_nonsense_timer_Last Click,ac_nonsense_timer_Page Submit,ac_nonsense_timer_Click Count,ac_imc,ac_imc_timer_First Click,ac_imc_timer_Last Click,ac_imc_timer_Page Submit,ac_imc_timer_Click Count,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,tipi_timer_First Click,tipi_timer_Last Click,tipi_timer_Page Submit,tipi_timer_Click Count,color_rank_1,color_rank_2,color_rank_3,color_rank_4,color_rank_5,color_rank_7,color_rank_6,stack_blocks,stack_blocks_timer_First Click,stack_blocks_timer_Last Click,stack_blocks_timer_Page Submit,stack_blocks_timer_Click Count,heatmap_1_x,heatmap_1_y,heatmap_2_x,heatmap_2_y,heatmap_3_x,heatmap_3_y,heatmap_4_x,heatmap_4_y,heatmap_5_x,heatmap_5_y,heatmap_6_x,heatmap_6_y,feedback,SOURCE
2023-03-02 21:50:37,2023-03-02 21:50:38,Survey Test,100,1,True,2023-03-02 21:50:38,R_aVoKmgMau6zJfTM,test,,Prefer to self-describe,"Vestibulum at lectus faucibus nibh ipsum fringilla, a dictumst turpis tortor.",1984,Washington,"Some college, no degree","American Indian or Alaska Native,Asian,Black or African-American,Native Hawaiian or Other Pacific Islander,White,Unknown",Unknown,fermentum,fermentum,ridiculus,vestibulum,8.61,9.79,9.65,43,Strongly Disagree,3.06,8.97,6.11,11,Red,5.4,6.23,7.51,33,Disagree moderately,Agree a little,Agree a little,Agree moderately,Agree a little,Disagree strongly,Agree moderately,Agree a little,Agree strongly,Disagree moderately,6.01,7.48,6.09,9,5,7,2,1,3,6,4,6,7.69,9.29,8.93,26,431,442,80,500,427,245,44,405,89,192,207,40,Enim rhoncus odio! Mauris? Gravida tellus pharetra integer sit mauris tempora.,
2023-03-02 21:50:38,2023-03-02 21:50:38,Survey Test,100,0,True,2023-03-02 21:50:38,R_6XP1DYYlbiar0Dc,test,,Man,,1901,South Carolina,"Master's Degree: (Example: MA, MS, MEng, MEd, MBA)","Black or African-American,Native Hawaiian or Other Pacific Islander,White,Unknown",Unknown,temporibus,convallis,ultricies,tincidunt,3.11,4.24,7.4,28,Strongly Agree,7.15,9.46,9.92,14,Red,2.62,6.26,7.59,38,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Disagree moderately,Agree moderately,Agree a little,Agree a little,Disagree moderately,Agree moderately,3.81,4.19,4.25,26,2,7,1,5,3,4,6,4,1.66,4.08,2.34,37,178,409,429,137,229,138,103,0,420,385,241,328,Tempor vulputate ligula interdum placerat. Quis elit accusamus sapien ac egestas cursus.,
2023-03-02 21:50:38,2023-03-02 21:50:38,Survey Test,100,0,True,2023-03-02 21:50:38,R_0jjBGfGIaJguqAS,test,,Man,,1900,Georgia,"Professional School Degree (Example: MD, DDS, DVM, JD)","Black or African-American,Unknown,Prefer not to say",Hispanic or Latinx,tincidunt,temporibus,elementum,vestibulum,8.99,9.6,9.76,16,Disagree,3.27,4.76,6.12,11,Red,0.89,2.7,9.84,3,Agree strongly,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Agree strongly,Agree strongly,Disagree a little,Agree a little,Neither agree nor disagree,1.19,3.13,8.56,17,1,7,5,4,2,3,6,2,2.55,6.07,4.01,34,332,141,2,244,333,133,408,130,320,441,8,336,Primis duis venenatis wisi placerat est mattis fringilla erat risus commodo magnis.,
2023-03-02 21:50:38,2023-03-02 21:50:38,Survey Test,100,0,True,2023-03-02 21:50:38,R_abEH6QScNeHE1lY,test,,Do not wish to report,,1917,New York,"Doctoral Degree (Example: PhD, EdD)","Asian,Black or African-American",Hispanic or Latinx,phasellus,fringilla,curabitur,tincidunt,6,8.6,6.76,33,Strongly Agree,0.34,9.81,5.96,27,Red,1.34,4.01,6.78,14,Agree a little,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Agree strongly,Neither agree nor disagree,Disagree moderately,Disagree moderately,Disagree moderately,7.05,8.43,7.69,15,2,1,5,3,4,7,6,2,0.65,4.47,9.49,19,118,210,72,4,451,242,313,155,108,485,297,239,Consectetuer cursus lectus vel laoreet cursus nec consequat magna sapien ultricies.,
2023-03-02 21:50:38,2023-03-02 21:50:38,Survey Test,100,0,True,2023-03-02 21:50:38,R_ePt3kBMroqnIbfE,test,,Non-binary,,1957,Rhode Island,High school graduate,"Black or African-American,Native Hawaiian or Other Pacific Islander,White,Unknown,Prefer not to say",Hispanic or Latinx,tincidunt,scelerisque,malesuada,dignissim,5.83,7.46,7.33,31,Agree,6.75,9.55,9.96,44,Orange,6.13,6.69,6.67,17,Agree a little,Neither agree nor disagree,Agree moderately,Agree moderately,Disagree strongly,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,9.46,9.52,9.9,44,2,1,6,4,5,3,7,5,9.42,9.43,9.74,0,285,282,343,378,409,16,13,326,238,208,413,280,Et elit at pretium. Dui magna ut bibendum tortor fringilla lorem vitae.,
2023-03-02 21:50:38,2023-03-02 21:50:38,Survey Test,100,0,True,2023-03-02 21:50:38,R_41syUmtK18oglIa,test,,Prefer to self-describe,Sapien laoreet aliquet nec fringilla pellentesque eleifend! Felis dapibus vehicula nibh. Ullamcorper id nec duis.,2014,New Jersey,"Associate Degree: Occupational, Technical, or Vocational Program","Black or African-American,Unknown,Prefer not to say",Unknown,venenatis,suspendisse,consectetuer,imperdiet,1.62,5.46,8.26,24,Strongly Disagree,0.72,6.78,9,20,Yellow,4.85,8.54,8.96,14,Agree strongly,Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,Disagree moderately,Agree strongly,Disagree strongly,Agree a little,Disagree strongly,Agree a little,9.08,9.75,9.91,1,5,4,6,3,7,1,2,3,7.25,8.88,9.31,30,326,281,256,2,401,365,91,477,259,248,178,348,Diam dapibus mi iaculis natoque vehicula? Purus. Maecenas enim. Tortor est.,
2023-03-02 21:50:39,2023-03-02 21:50:39,Survey Test,100,0,True,2023-03-02 21:50:39,R_0O0Jj6nADKq58YC,test,,Prefer to self-describe,Volutpat euismod mi eu luctus elementum venenatis ac primis erat.,1962,Arkansas,"Bachelor's Degree: (Example: BA, AB, BS, BBA)","Asian,Black or African-American,Native Hawaiian or Other Pacific Islander,White,Unknown,Prefer not to say",Hispanic or Latinx,temporibus,sollicitudin,malesuada,venenatis,5.51,6.86,5.65,36,Disagree,3.49,6.34,5.63,37,Orange,7.81,8.97,8.96,29,Agree a little,Agree strongly,Agree moderately,Disagree a little,Agree a little,Agree a little,Disagree moderately,Neither agree nor disagree,Agree a little,Agree a little,4.09,6.97,9.5,45,5,4,2,1,7,3,6,6,4.57,8.8,4.71,47,473,243,334,391,117,41,387,62,431,408,126,481,Per elementum gravida vehicula quis sodales! Nibh! Quam malesuada montes integer.,
2023-03-02 21:50:39,2023-03-02 21:50:39,Survey Test,100,0,True,2023-03-02 21:50:39,R_8iB28EAJCPHBwHQ,test,,Do not wish to report,,2004,New Hampshire,GED or equivalent,"Asian,Black or African-American,White,Unknown,Prefer not to say",Hispanic or Latinx,vestibulum,facilisis,vulputate,facilisis,2.38,7.01,4.35,25,Disagree,6.17,7.04,7.96,43,Green,4.63,9.51,7.66,41,Disagree a little,Disagree strongly,Agree moderately,Agree a little,Agree a little,Disagree moderately,Disagree strongly,Disagree moderately,Agree strongly,Disagree moderately,5.97,7.95,6.6,16,3,7,2,4,1,6,5,9,2.31,4.52,8.39,49,80,403,143,23,240,105,487,153,458,62,309,345,Rutrum nunc nonummy imperdiet consequat vehicula laoreet dolorem eleifend ipsum felis? Arcu at rhoncus.,
2023-03-02 21:50:39,2023-03-02 21:50:39,Survey Test,100,0,True,2023-03-02 21:50:39,R_cIOOmWva46xuejk,test,,Prefer to self-describe,Fermentum. Vivamus. Sagittis nibh tellus porta dignissim tellus egestas nec.,2014,Puerto Rico,"Doctoral Degree (Example: PhD, EdD)","American Indian or Alaska Native,Asian,Black or African-American,Native Hawaiian or Other Pacific Islander,White,Unknown,Prefer not to say",Hispanic or Latinx,facilisis,sollicitudin,porttitor,ridiculus,4.44,5.15,8.08,29,Disagree,3.6,7.35,5.14,31,Yellow,1.07,9.81,3.47,31,Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,Disagree moderately,Disagree a little,Agree a little,Agree strongly,Disagree strongly,Agree strongly,Disagree strongly,6.02,7.82,6.02,22,3,4,6,7,5,2,1,4,4.47,8.49,8.07,13,114,126,258,151,200,190,300,399,299,280,90,239,Atque donec tincidunt tellus fermentum scelerisque phasellus facilisis interdum accusamus integer elementum.,
2023-03-02 21:50:39,2023-03-02 21:50:39,Survey Test,100,0,True,2023-03-02 21:50:39,R_6VbPZFHlE7Uodb8,test,,Prefer to self-describe,Blandit eros magna lorem nullam suscipit consequat justo donec wisi quis ultricies non.,1984,Tennessee,Less than high school diploma (or equivalent),"American Indian or Alaska Native,Asian,White,Prefer not to say",Prefer not to say,ultricies,imperdiet,accusamus,tincidunt,5.52,6.99,5.81,41,Agree,5.38,8.24,8.76,48,Red,2.79,9.22,2.97,31,Neither agree nor disagree,Agree a little,Disagree strongly,Agree a little,Disagree a little,Disagree moderately,Disagree strongly,Agree moderately,Agree strongly,Disagree strongly,9.41,9.84,9.74,42,4,1,3,7,2,5,6,8,7.55,9.35,8.26,2,385,370,4,427,51,271,292,476,109,143,158,52,"Sagittis, mi id malesuada facilisi ab facilisis tellus volutpat potenti.",
2023-03-02 21:50:39,2023-03-02 21:50:39,Survey Test,100,0,True,2023-03-02 21:50:39,R_7TYDRzvwetTP6Hc,test,,Man,,1904,Kentucky,GED or equivalent,"American Indian or Alaska Native,Native Hawaiian or Other Pacific Islander,Prefer not to say",Prefer not to say,curabitur,temporibus,pellentesque,venenatis,4.44,4.48,9.67,17,Strongly Agree,1.58,8.05,5.46,44,Yellow,1.42,4.38,2.8,6,Agree strongly,Agree moderately,Agree a little,Disagree strongly,Neither agree nor disagree,Disagree a little,Disagree moderately,Disagree a little,Disagree strongly,Disagree a little,7.07,9.78,9.31,46,7,1,5,4,6,2,3,9,6.26,9.55,9.54,37,421,312,428,376,30,382,128,187,162,377,143,308,"Fringilla. Placerat dapibus quis? Consectetuer quis, urna morbi. Dapibus fringilla consectetuer sodales dolor auctor.",
2023-03-02 21:50:39,2023-03-02 21:50:39,Survey Test,100,0,True,2023-03-02 21:50:40,R_29Qkz1LLl8qgqcm,test,,Do not wish to report,,1952,Virginia,"Professional School Degree (Example: MD, DDS, DVM, JD)","American Indian or Alaska Native,Asian,Black or African-American,Prefer not to say",Not Hispanic or Latinx,venenatis,ridiculus,temporibus,malesuada,5.65,6.57,5.66,50,Strongly Disagree,3.34,6.56,7.2,45,Yellow,5.54,7.39,8.9,25,Disagree moderately,Disagree moderately,Neither agree nor disagree,Disagree strongly,Neither agree nor disagree,Agree strongly,Agree moderately,Disagree moderately,Agree a little,Disagree a little,0.08,6.18,8.38,28,3,7,4,1,5,2,6,4,3.88,8.07,6.32,41,7,356,139,43,147,188,493,434,147,75,169,187,"Sagittis! Facilisis euismod facilisis vel, pretium in! Rutrum! Aliquet vehicula ipsum rutrum sollicitudin.",
2023-03-02 21:50:40,2023-03-02 21:50:40,Survey Test,100,0,True,2023-03-02 21:50:40,R_07Y2hzGfAoLcxMi,test,,Prefer to self-describe,Neque scelerisque fringilla viverra ut ac aenean? Egestas? Elementum temporibus rutrum rhoncus tortor odio.,2019,Connecticut,"Some college, no degree","American Indian or Alaska Native,Asian,Black or African-American,Native Hawaiian or Other Pacific Islander,White,Unknown,Prefer not to say",Not Hispanic or Latinx,porttitor,vestibulum,ullamcorper,elementum,7.19,8.93,9.47,29,Disagree,2.34,8.07,3.76,48,Orange,0.47,7.83,3.02,43,Agree strongly,Agree moderately,Agree moderately,Agree moderately,Agree moderately,Agree strongly,Agree moderately,Disagree moderately,Agree strongly,Agree strongly,1.52,8.05,5.21,3,7,6,1,4,5,2,3,7,6.56,9.9,7.4,13,150,217,45,353,326,32,253,148,322,268,500,371,"Augue justo. Quam luctus faucibus bibendum, enim cursus arcu facilisis consectetuer.",
2023-03-02 21:50:40,2023-03-02 21:50:40,Survey Test,100,0,True,2023-03-02 21:50:40,R_3OY5kVif72A3rnw,test,,Non-binary,,1994,Missouri,Less than high school diploma (or equivalent),"American Indian or Alaska Native,Unknown,Prefer not to say",Hispanic or Latinx,curabitur,temporibus,elementum,porttitor,4.17,6.45,8.54,47,Strongly Disagree,9.43,9.43,10,0,Brown,6.86,9.74,6.97,30,Agree a little,Neither agree nor disagree,Agree strongly,Disagree strongly,Agree a little,Agree a little,Disagree a little,Disagree moderately,Agree moderately,Disagree a little,5.16,8.03,5.88,33,7,3,6,5,2,4,1,4,8.38,8.5,8.58,14,170,194,223,356,220,114,250,190,210,369,407,161,Elit primis nunc quis? Temporibus culpa dapibus euismod suspendisse? Leo auctor primis ultricies! Nunc.,
2023-03-02 21:50:40,2023-03-02 21:50:40,Survey Test,100,0,True,2023-03-02 21:50:40,R_89fjMBuZgXuvPXE,test,,Prefer to self-describe,Placerat eu arcu egestas? Luctus enim laoreet eu ultricies. Dolorem dui.,1977,Florida,"Bachelor's Degree: (Example: BA, AB, BS, BBA)","American Indian or Alaska Native,Asian,Black or African-American,Native Hawaiian or Other Pacific Islander,White,Unknown,Prefer not to say",Unknown,convallis,phasellus,venenatis,porttitor,8.39,9.57,9.8,21,Strongly Disagree,1.1,4.9,7.96,27,Brown,0.99,3.14,4.03,16,Disagree moderately,Agree strongly,Disagree moderately,Disagree strongly,Neither agree nor disagree,Disagree strongly,Agree strongly,Disagree a little,Disagree strongly,Neither agree nor disagree,7.75,8.75,8,14,4,6,3,2,1,5,7,5,9.44,9.85,9.97,17,473,109,466,116,93,4,371,279,117,174,336,382,Culpa molestie dignissim. Pretium est quam? Euismod posuere integer dictumst aliquet morbi felis.,
2023-03-02 21:50:40,2023-03-02 21:50:40,Survey Test,100,0,True,2023-03-02 21:50:40,R_e5NYXq4gSjkPHsa,test,,Non-binary,,1941,Montana,High school graduate,"American Indian or Alaska Native,Asian,Native Hawaiian or Other Pacific Islander,White,Unknown,Prefer not to say",Not Hispanic or Latinx,dignissim,suspendisse,dignissim,suspendisse,4.15,4.71,4.73,39,Disagree,2.32,8.92,9.19,28,Blue,2.3,3.33,3.8,38,Disagree strongly,Agree strongly,Disagree moderately,Disagree moderately,Disagree strongly,Agree strongly,Agree strongly,Disagree moderately,Disagree moderately,Disagree strongly,1.72,7.05,3.55,9,7,6,4,1,5,2,3,4,0.01,6.66,8.9,37,394,19,319,397,51,249,179,33,396,328,48,442,Platea sem urna tellus wisi ab pretium montes! Rutrum volutpat interdum! Tempus phasellus. Leo. Ullamcorper.,
2023-03-02 21:50:40,2023-03-02 21:50:40,Survey Test,100,0,True,2023-03-02 21:50:40,R_3w0efUybAkqDB1c,test,,Do not wish to report,,1956,New York,Less than high school diploma (or equivalent),"Asian,Prefer not to say",Not Hispanic or Latinx,suspendisse,sollicitudin,accusamus,facilisis,3.92,9.56,9.19,39,Strongly Agree,5.14,7.15,5.76,14,Blue,9.76,9.83,9.84,32,Disagree strongly,Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Agree moderately,Disagree a little,Agree a little,Disagree strongly,Disagree a little,Agree strongly,9.06,9.85,9.46,28,7,6,1,5,4,3,2,4,1.33,2.65,7.12,0,267,338,441,178,310,315,352,100,206,17,319,423,"Sodales lacus sapien urna nonummy accumsan malesuada, ultricies at erat.",
2023-03-02 21:50:41,2023-03-02 21:50:41,Survey Test,100,0,True,2023-03-02 21:50:41,R_7NCCqd5cEq5jWRg,test,,Man,,1915,South Carolina,"Doctoral Degree (Example: PhD, EdD)","American Indian or Alaska Native,White,Unknown",Hispanic or Latinx,suspendisse,ullamcorper,accusamus,pellentesque,3.91,5.71,8,24,Strongly Disagree,7.55,9.56,9.56,45,Blue,0.66,7.78,8.03,27,Disagree strongly,Agree a little,Agree strongly,Neither agree nor disagree,Disagree strongly,Agree strongly,Agree strongly,Disagree moderately,Neither agree nor disagree,Agree moderately,8.9,9.09,9.44,16,1,5,4,3,6,7,2,6,3.54,7.42,8.47,27,490,137,374,376,359,407,351,134,130,219,19,180,Ut scelerisque tempora odio eget ultrices morbi imperdiet. Donec eget turpis.,
2023-03-02 21:50:41,2023-03-02 21:50:41,Survey Test,100,0,True,2023-03-02 21:50:41,R_eJw0PAs6eHX0Yzc,test,,Prefer to self-describe,Sit neque lorem vivamus etiam tellus. Porta. Aliquam velit! Erat cursus commodo.,1978,South Carolina,"Doctoral Degree (Example: PhD, EdD)","American Indian or Alaska Native,Asian,Black or African-American,Native Hawaiian or Other Pacific Islander,Unknown,Prefer not to say",Prefer not to say,pellentesque,curabitur,scelerisque,vestibulum,6.76,7.16,8.94,36,Strongly Disagree,0.67,7.45,7.54,4,Yellow,2.67,6.4,4.9,41,Disagree strongly,Disagree moderately,Agree a little,Disagree a little,Disagree moderately,Disagree moderately,Disagree a little,Agree strongly,Disagree strongly,Disagree strongly,9.11,9.23,9.76,38,7,5,2,4,3,1,6,5,0.65,1.48,9.34,48,378,106,44,364,363,8,136,26,459,353,244,320,Iaculis in urna sodales maecenas morbi tortor id mi ultricies vestibulum platea facilisis iaculis.,
2023-03-02 21:50:41,2023-03-02 21:50:41,Survey Test,100,0,True,2023-03-02 21:50:41,R_6DzuwrpnMhegfCm,test,,Man,,1965,Maine,"Bachelor's Degree: (Example: BA, AB, BS, BBA)","Black or African-American,Prefer not to say",Not Hispanic or Latinx,malesuada,ultricies,scelerisque,scelerisque,3.86,5.58,9.35,20,Strongly Agree,2.81,5.55,3.23,46,Red,3.51,8.14,6.05,24,Agree a little,Disagree strongly,Agree a little,Agree moderately,Neither agree nor disagree,Agree moderately,Disagree moderately,Agree moderately,Disagree strongly,Disagree strongly,5.03,6.62,9.75,13,1,5,7,6,4,2,3,2,9.05,9.67,9.12,26,19,132,323,388,382,333,190,205,325,434,137,342,Mauris dolor nibh sapien rutrum! Tempora per laoreet tempor nec.,
2023-03-02 21:50:41,2023-03-02 21:50:41,Survey Test,100,0,True,2023-03-02 21:50:41,R_8cbb4CuPnxTB03A,test,,Man,,1924,South Carolina,High school graduate,"American Indian or Alaska Native,Native Hawaiian or Other Pacific Islander,White,Prefer not to say",Not Hispanic or Latinx,ullamcorper,pellentesque,fringilla,consectetuer,0.46,4.66,1.92,5,Agree,9.65,9.85,9.88,49,Brown,9.19,9.93,9.67,47,Agree a little,Agree strongly,Disagree a little,Disagree moderately,Agree moderately,Disagree moderately,Agree strongly,Agree moderately,Neither agree nor disagree,Agree strongly,8.47,9.76,8.93,33,3,7,5,2,1,6,4,9,9.73,9.81,9.76,30,149,200,498,402,436,162,59,290,131,184,245,474,Ut platea! Ullamcorper arcu ullamcorper sapien proin. Sed dapibus. Natoque! Metus tempor vestibulum. Cras.,
2023-03-02 21:50:41,2023-03-02 21:50:41,Survey Test,100,0,True,2023-03-02 21:50:41,R_0NalkqF2HCRSWfs,test,,Prefer to self-describe,Euismod euismod wisi eu pellentesque tempus. Enim risus ipsum vivamus curabitur.,1979,Oregon,"Professional School Degree (Example: MD, DDS, DVM, JD)","American Indian or Alaska Native,Asian,Black or African-American,White,Unknown,Prefer not to say",Prefer not to say,fermentum,suspendisse,suspendisse,vestibulum,2.91,5.05,7.66,18,Strongly Agree,9.62,9.63,9.69,50,Brown,1.99,3.52,2.18,48,Disagree strongly,Neither agree nor disagree,Disagree strongly,Agree strongly,Disagree strongly,Disagree moderately,Agree moderately,Disagree moderately,Disagree a little,Disagree a little,2.74,3.41,9.48,28,7,3,1,2,4,5,6,7,8.56,8.91,9.84,19,269,104,304,2,463,426,416,404,404,154,182,119,"Ipsum curabitur enim nonummy enim accumsan fermentum odio, auctor, sapien phasellus.",
2023-03-02 21:50:41,2023-03-02 21:50:41,Survey Test,100,0,True,2023-03-02 21:50:41,R_8uDTqPsfmsV1Crs,test,,Non-binary,,2019,Indiana,"Professional School Degree (Example: MD, DDS, DVM, JD)","Black or African-American,Native Hawaiian or Other Pacific Islander",Hispanic or Latinx,elementum,facilisis,vestibulum,dignissim,2.98,5.23,6,0,Strongly Agree,6.21,6.57,8.26,36,Blue,9.73,9.88,9.93,43,Disagree a little,Neither agree nor disagree,Agree a little,Disagree strongly,Agree strongly,Agree a little,Agree moderately,Agree a little,Agree a little,Agree strongly,1.52,2.59,6.18,21,1,5,2,7,4,6,3,7,8.29,9.86,9.64,10,287,317,499,347,474,467,446,116,237,19,432,152,"Est facilisis arcu facilisis sagittis! Bibendum tempor molestie consectetuer. Nunc, pretium pellentesque placerat.",
2023-03-02 21:50:42,2023-03-02 21:50:42,Survey Test,100,0,True,2023-03-02 21:50:42,R_ezgiynoBWGicJtc,test,,Non-binary,,1988,Arizona,"Professional School Degree (Example: MD, DDS, DVM, JD)","American Indian or Alaska Native,Asian,Black or African-American,Native Hawaiian or Other Pacific Islander,White,Unknown,Prefer not to say",Unknown,facilisis,scelerisque,suspendisse,dignissim,5.52,6.55,9.99,42,Disagree,9.81,9.94,9.9,11,Green,5.09,8.02,6.06,45,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Agree strongly,Neither agree nor disagree,Agree moderately,Agree moderately,Agree strongly,Disagree strongly,Neither agree nor disagree,6.38,7.13,7.27,37,3,2,1,5,4,7,6,7,5.09,9.17,6.75,5,10,482,468,165,295,114,45,15,24,55,185,94,Ridiculus magna euismod dui ridiculus nec pellentesque! Arcu? Molestie nibh donec suspendisse sodales ridiculus interdum.,
2023-03-02 21:50:42,2023-03-02 21:50:42,Survey Test,100,0,True,2023-03-02 21:50:42,R_0k24kwN4FHaSuRE,test,,Prefer to self-describe,Dignissim? Ab primis nunc massa vestibulum iaculis sem! Ligula quam phasellus ipsum mattis wisi.,1950,Wyoming,High school graduate,"American Indian or Alaska Native,Asian,Black or African-American,Native Hawaiian or Other Pacific Islander,White,Unknown,Prefer not to say",Unknown,elementum,ultricies,imperdiet,suspendisse,5.02,9.03,5.22,39,Agree,2.56,9.17,3.72,4,Yellow,8.45,9.38,9.2,42,Agree moderately,Agree strongly,Disagree moderately,Disagree strongly,Disagree strongly,Agree strongly,Agree a little,Neither agree nor disagree,Agree strongly,Agree strongly,1.43,5.08,7.96,17,7,5,4,3,1,2,6,5,0.28,2.96,4.43,12,80,463,139,190,330,447,116,30,134,40,59,204,Ipsum amet. Purus duis nonummy natoque? Dui tempor. Justo felis lorem magnis facilisi! Phasellus. Metus.,
2023-03-02 21:50:42,2023-03-02 21:50:42,Survey Test,100,0,True,2023-03-02 21:50:42,R_dbNP1AKNFTV0iTY,test,,Woman,,1965,Kansas,GED or equivalent,"American Indian or Alaska Native,Black or African-American,Native Hawaiian or Other Pacific Islander,Unknown",Unknown,consequat,pellentesque,facilisis,consectetuer,4.11,6.53,7.62,2,Agree,3.59,9.79,8.41,16,Orange,4.43,9.41,5.61,29,Disagree strongly,Agree moderately,Disagree strongly,Agree moderately,Disagree strongly,Agree a little,Disagree a little,Agree strongly,Disagree strongly,Agree moderately,9.77,9.77,9.77,11,5,4,1,7,6,2,3,9,2.88,6.65,8.74,32,124,157,282,383,425,281,338,448,56,129,337,267,Magnis scelerisque augue! Quam? Est nibh. Accusamus morbi in eu accumsan amet felis ligula dolorem.,
2023-03-02 21:50:42,2023-03-02 21:50:42,Survey Test,100,0,True,2023-03-02 21:50:42,R_eqUrujhaW8CW20K,test,,Prefer to self-describe,"Urna. Est malesuada. Faucibus malesuada suspendisse aliquam pellentesque, turpis dictumst morbi est eleifend at.",1913,Oklahoma,"Master's Degree: (Example: MA, MS, MEng, MEd, MBA)","Native Hawaiian or Other Pacific Islander,White,Unknown",Unknown,consectetuer,dignissim,elementum,consequat,9.14,9.47,9.62,42,Strongly Disagree,1.16,7.61,3.01,37,Red,2.29,3.31,4.05,44,Neither agree nor disagree,Disagree a little,Agree a little,Disagree a little,Agree strongly,Agree strongly,Agree a little,Disagree moderately,Disagree moderately,Disagree moderately,2.52,8.85,9.24,38,3,1,6,4,7,5,2,3,4.65,9.12,7.21,17,290,387,350,117,381,32,166,236,28,322,53,85,"Commodo, commodo? Nullam laoreet culpa? Non potenti erat porta vivamus at. Tortor ante.",
2023-03-02 21:50:42,2023-03-02 21:50:42,Survey Test,100,0,True,2023-03-02 21:50:42,R_6VUVSMdvbxKSGq2,test,,Non-binary,,1997,Missouri,"Associate Degree: Occupational, Technical, or Vocational Program","Black or African-American,Native Hawaiian or Other Pacific Islander",Prefer not to say,facilisis,fermentum,consectetuer,pellentesque,8.12,8.19,9.09,38,Strongly Disagree,3.2,3.74,6.98,49,Blue,3.7,5.74,4.15,36,Agree a little,Disagree a little,Agree moderately,Disagree a little,Agree strongly,Agree strongly,Agree strongly,Neither agree nor disagree,Agree moderately,Disagree a little,5.66,8.1,9.68,34,5,2,4,7,1,6,3,5,8.62,9.37,9.54,13,222,396,212,260,24,500,473,348,445,475,307,300,Bibendum ligula phasellus potenti scelerisque quis molestie consectetuer pharetra! Auctor nullam.,
2023-03-02 21:50:42,2023-03-02 21:50:42,Survey Test,100,0,True,2023-03-02 21:50:42,R_9soB0EyCqA2E4hU,test,,Prefer to self-describe,Sollicitudin ac scelerisque atque ultrices ipsum! Sapien duis mauris fermentum.,1983,District of Columbia,"Master's Degree: (Example: MA, MS, MEng, MEd, MBA)","American Indian or Alaska Native,Asian,Black or African-American,Native Hawaiian or Other Pacific Islander,White,Prefer not to say",Unknown,ultricies,consectetuer,vestibulum,convallis,7.93,9.46,8.64,34,Strongly Disagree,5.68,7.21,6.73,10,Red,7.15,7.2,8.79,30,Disagree a little,Agree strongly,Agree strongly,Agree a little,Disagree strongly,Agree strongly,Disagree a little,Disagree strongly,Disagree strongly,Disagree moderately,0.51,2.5,9.75,38,3,7,2,4,5,6,1,3,7.17,9.53,7.98,20,107,74,422,97,474,354,89,2,235,108,371,405,Laoreet justo. Scelerisque! Pretium. Dictumst dictumst sed pede in nunc? Turpis facilisi? Bibendum.,
2023-03-02 21:50:43,2023-03-02 21:50:43,Survey Test,100,0,True,2023-03-02 21:50:43,R_4IAJ4oUwmVHjzSK,test,,Do not wish to report,,1987,New Hampshire,Prefer not to say,"Black or African-American,Native Hawaiian or Other Pacific Islander,White,Prefer not to say",Prefer not to say,temporibus,facilisis,phasellus,fringilla,7.39,9.17,9.75,38,Strongly Disagree,4.31,5.37,7.2,44,Orange,7.53,9.89,8.37,32,Agree moderately,Neither agree nor disagree,Agree strongly,Disagree strongly,Disagree strongly,Agree moderately,Agree strongly,Agree moderately,Disagree moderately,Agree strongly,3,6.01,4.72,50,2,4,1,5,7,6,3,4,2.4,4.85,2.88,38,52,122,417,443,221,67,223,105,168,363,352,489,"Rutrum ante rhoncus augue quis, aliquam id? Rhoncus eu vel quis iaculis.",
